0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.6,0.6,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.5,0.5,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.4,0.4,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.55,0.55,0.0,1.5,0.75
0.56,0.56,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.5,0.5,0.0,1.5,0.75
0.5,0.5,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
1.35,0.55,0.8,1.5,0.75
1.71,1.71,0.0,1.5,0.75
0.95,0.95,0.0,1.5,0.75
1.0,0.0,1.0,1.5,0.75
1.2,2.2,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
1.5,1.5,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,1.53,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.3,0.0,0.0,1.5,0.75
1.4,0.0,0.4,1.5,0.75
1.25,0.0,0.0,1.5,0.75
0.46,0.0,0.0,1.5,0.75
1.28,0.0,0.0,1.5,0.75
1.0,0.0,0.0,1.5,0.75
0.81,0.0,0.0,1.5,0.75
0.7,0.0,0.0,1.5,0.75
1.23,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,1.5,0.75
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,3.0,1.0
